Song Title,Artist,Male0 / Female1/Other3,Publish Year,Length of Song,Length in Seconds,Solo0 / Group1,Main Chord Progression,Romance,Lyrics,Translated Lyrics ,bpm,danceability
水星记,郭顶,0,2016,5:18,318,0,"1,4,4,1,6,4,1,6",1,着迷于你眼睛 银河有迹可循 穿过时间的缝隙 它依然真实地 吸引我轨迹 这瞬眼的光景 最亲密的距离 沿着你皮肤纹理 走过曲折手臂 做个梦给你 做个梦给你 等到看你银色满际 等到分不清季节更替 才敢说沉溺 还要多远才能进入你的心 还要多久才能和你接近 咫尺远近却无法靠近的那个人 也等着和你相遇 环游的行星 怎么可以 拥有你 还要多远才能进入你的心 还要多久才能和你接近 咫尺远近却无法靠近的那个人 要怎么探寻 要多么幸运 才敢让你发觉你并不孤寂 当我还可以再跟你飞行 环游是无趣 至少可以 陪着你,Galaxy fascinated by your eyes tracked across the gap of time it is still true that attracted me to track eye blink scene closest distance traveled twists and turns along your arm skin texture had a dream to be a dream for you to wait until you wait until you see the occasion of the silver full seasons dare not tell how far even say addicted to enter your heart and how long before you approach that person can not close right close distance is also waiting for you to meet and how to travel around the planet how far can you still have to enter your heart and how long before you approach that person right close distance but not close to how you want to explore how lucky you discover that you do not dare let lonely when I can talk to you fly around with you is the least boring,133.6778107,1.139617562
保留,郭顶,0,2018,4:30,270,0,"4,5,1,6,4,5,6,6",0,看见 你在我眼前 不去猜想我们隔多远 当我 夜幕中准备 只想让沉默的能开解 在不同的遭遇里我发现你的瞬间 有种不可言说的温柔直觉 在有限的深夜消失之前触摸你的脸 我情愿这是幻觉 也不愿是种告别 已经忘了 你的名字 就在这座 寂静星石 怎么还有 你的样子 被保留 给我 一整个拥抱 好让我不至于 太潦倒 时间 过一分一秒 还是觉得相遇 太美好 在不同的遭遇里我发现你的瞬间 有种不可言说的温柔直觉 当不远的蓝色渐渐显现这无边境界 我始终等待再见 只不愿再也不见 已经忘了 你的名字 就在这座 寂静星石 怎么还有 你的样子 想形容你的句子 关于你所有心事 一眼能及的钻石 哪一个是你地址 忘了 你的名字 就在这座 寂静星石 怎么还有 你的样子 我始终等待再见 只不愿再也不见 真的忘了 你的名字 是在哪座 寂静星石 一直还有 你的样子 被保留,You do not suppose we see how far across the night when I'm ready to just let silence able to open the solution in different encounters where I found your moment kind of ineffable intuition gentle touch you in the night before a limited disappear before my eyes I'd rather face it is an illusion is a kind of do not want to say goodbye has forgotten your name is in this silence rock stars how you look there is reserved for me to embrace a whole so that I would not get too down and a minute a time s still feel too good meet in different encounters where I found your moment kind of ineffable tenderness intuition when near the blue gradually emerged this vast realm I just do not want to wait forever goodbye never seen've forgotten your name just how this silence rock star and you want to describe the way your sentence on all your mind a diamond and which one is able to address you forget your name in this silence rock stars as well as how you look I always wait goodbye never seen really just do not want to forget your name and your appearance has been retained in the silence which rock star,65.05217743,0.9480308294
郭源潮,宋冬野,0,2018,7:29,449,0,"4,1,4,1,4,5,1,1",0,你说你知道他们的世界 悲歌三首买一切 买昆仑落脚 蓬莱放思想 买人们的争执酿酒汤 买公主坟的乌鸦 事发之木和东窗之麻 买胭脂河里船行渔歌 黄金世界中万物法则 你我都一样 将被遗忘 郭源潮 你的病也和我的一样 风月难扯 离合不骚 层楼终究误少年 自由早晚乱余生 你我山前没相见 山后别相逢 买石灰街车站的海鸥 山水禽兽和年少一梦 买太平湖底陈年水墨 哥本哈根的童年传说 其实你我都一样 终将被遗忘 郭源潮 你的病也和我的一样 风月难扯 离合不骚 层楼终究误少年 自由早晚乱余生 你我山前没相见 山后别相逢 其实你我都一样 终将被遗忘 郭源潮 你的病也和我的一样 风月难扯 离合不骚 层楼终究误少年 自由早晚乱余生 你我山前没相见 山后别相逢 你我山前没相见 山后别相逢 你我山前没相见 山后别相逢,"You say you know their world Elegy three buy buy everything settled Kunlun Penglai put people's thinking to buy wine soup dispute Gongzhufen buy things made of wood and crows east window of hemp buy rouge river boat trip Fishermen golden rule of all things in the world you I all the same will be forgotten Guo Yuanchao your illness and I also like the love affair is difficult to pull the clutch does not show floors eventually mistakenly juvenile free morning and evening chaos rest of his life do not meet to buy lime Street station gulls landscape beast after you and I piedmont did not meet the mountains and legend young childhood dream to buy a vintage ink Taiping Lake Copenhagen bottom of fact, you and I are the same will eventually be forgotten Guo Yuanchao your illness and I also like the love affair hard to pull the clutch does not show floors mistake after all juvenile freedom sooner or later you mess me rest piedmont do not meet the mountain actually meet you and I are the same will eventually be forgotten Guo Yuanchao your illness and I also like the love affair hard to pull the clutch does not show floors mistake after all juvenile freedom sooner or later after the rest of his life mess you I did not meet the piedmont Hills do piedmont did not meet you I do not meet you after I meet do not meet, did not meet the piedmont Hills mountain",163.858551,1.072541118
董小姐,宋冬野,0,2014,5:09,309,0,"4,5,3,6,4,5,1,1",1,董小姐 你从没忘记你的微笑就算你和我一样 渴望着衰老 董小姐 你嘴角向下的时候很美 就像安和桥下 清澈的水 董小姐 我也是个复杂的动物 嘴上一句带过 心里却一直重复 董小姐 鼓楼的夜晚时间匆匆 陌生的人 请给我一支兰州 所以那些可能都不是真的 董小姐 你才不是一个没有故事的女同学 爱上一匹野马 可我的家里没有草原 这让我感到绝望 董小姐 董小姐 你熄灭了烟 说起从前 你说前半生就这样吧 还有明天 董小姐 你可知道我说够了再见 在五月的早晨 终于丢失了睡眠 所以那些可能都不是真的 董小姐 你才不是一个没有故事的女同学 爱上一匹野马 可我的家里没有草原 这让我感到绝望 董小姐 所以那些可能都会是真的 董小姐 谁会不厌其烦的安慰那无知的少年 我想和你一样 不顾那些所以 跟我走吧 董小姐 躁起来吧 董小姐,"Miss Dong You never forget your smile even if you, like me, eager aging Miss Dong your mouth down when I was beautiful like a complex crystal clear water under the bridge Ann and Miss Dong animal with a mouth through the heart has been repeated Miss Dong Drum tower at night time rush strangers Lanzhou so please give me a female student who may not be true that you did not miss a director does not fall in love with the story of a wild horse can not make this my home prairie I felt hopeless Miss you Miss Dong Dong extinguished cigarette talking about the past you said earlier life, so be it tomorrow as well, Miss Dong Do you know me enough to say goodbye in the morning of may finally lost sleep so those may not be true Ms. Dong did not you just not a story of female students fell in love with a horse can not my house prairie it makes me feel hopeless Miss Dong so those may all be true Miss Dong who patiently comforted by a foolish boy and I want to Like you disregard those Miss Dong so come with me, Miss Dong impatient Arise",114.1364899,0.9698513746
斑马斑马,宋冬野,0,2014,4:12,252,0,"7,7,6,2,7,7,4,7",0,斑马，斑马 你不要睡着啦 《斑马斑马》 《斑马斑马》(3张) 再给我看看你受伤的尾巴 我不想去触碰你伤口的疤 我只想掀起你的头发 斑马，斑马 你回到了你的家 可我浪费着我寒冷的年华 你的城市没有一扇门为我打开啊 我终究还要回到路上 斑马，斑马，你来自南方的红色啊 是否也是个动人的故事啊 你隔壁的戏子如果不能留下 谁会和你睡到天亮 斑马，斑马 你还记得我吗 我是只会歌唱的傻瓜 斑马，斑马 你睡吧睡吧 我会背上吉他离开北方 斑马，斑马 你还记得我吗 我是强说着忧愁的孩子啊 斑马，斑马 你睡吧睡吧 我把你的青草带回故乡 斑马，斑马 你不要睡着啦 我只是个匆忙的旅人啊 斑马，斑马 你睡吧睡吧 我要卖掉我的房子 浪迹天涯,"Zebra, zebra asleep you do not do that, ""zebra"" ""zebra"" (3) Give me your broken tail I do not want to touch your wounds scar I just want to set off your hair zebra, zebra you back to your home can be a waste of my cold I Love your city does not have a door open for me ah I will eventually have to return to the road zebra, zebra, whether you come from the south red is also a moving story ah ah next to you If the actors who will leave and you can not sleep through the night zebra, zebra you remember me I was just singing fool zebra, zebra you sleep sleep I'll leave the guitar back north zebra, zebra you remember me I am a strong talking sad child ah zebra, zebra you go to sleep sleep I put your grass back home zebra, zebra you do not fell asleep I'm just in a hurry traveler ah zebra, zebra you go to sleep I want to sleep to sell my house wandering",,
我愿意,王菲,1,1994,4:34,274,0,"1,6,4,5,1,6,4,3",1,思念是一种很玄的东西　如影随行 无声又无息出没在心底 转眼　吞没我在寂寞里 ＊我无力抗拒　特别是夜里 想你到无法呼吸 恨不能立即　朝你狂奔去 大声的告诉你 ☆愿意为你　我愿意为你 我愿意为你　忘记我姓名 就算多一秒　停留在你怀里 失去世界也不可惜 我愿意为你　我愿意为你 我愿意为你　被放逐天际 只要你真心　拿爱与我回应 什么都愿意　什么都愿意　为你 Repeat ＊☆ 我愿意为你　我愿意为你 我愿意为你　被放逐天际 只要你真心　拿爱与我回应 什么都愿意　我什么都愿意　为你,"Miss is a very mysterious thing lurking in the hearts of silent and non-interest bearing haunt me in the blink of an eye engulfed lonely * I could not resist, especially at night like you to not breathe wished he could go mad rush toward you immediately tell you willing to loud ☆ you and I would like for you I am willing to forget my name even if you stay more than one second in the world do not lose your arms but I would like for you and I wish for you I am willing to be banished the sky for you if you really love and I get to respond to what We are willing to willing to do anything for you Repeat * ☆ I would like for you and I wish for you I am willing to be banished the sky for you if you really love and I get to respond willing to do anything I willing to do anything for you",,
但愿人长久,邓丽君,1,1983,4:03,243,0,"1,6,4,5,6,2,4,5",0,明月几时有把酒问青天不知天上宫阙今昔是何年我欲乘风归去又恐琼楼玉宇高处不胜寒起舞弄清影何似在人间转朱阁低绮户照无眠不应有恨何事长向别时圆人有悲欢离合月有阴晴圆缺此事古难全但愿人长久千里共婵娟转朱阁低绮户照无眠不应有恨何事长向别时圆人有悲欢离合月有阴晴圆缺此事古难全但愿人长久千里共婵娟,"Comparative study of wine in the sky I do not know sky palace past and present is what year I want wind go back, but also fear Qionglouyuyu mad clear shadow dance like in the world turn a low-chi households according to Zhu Court should not hate the sleepless anything for long when people do not have to round joys and sorrows month wanes matter ancient difficult wholly Nung moon and new moon turn a low-chi households according to Zhu Court should not hate the sleepless anything for a long time do not have to round people joys and sorrows month Teenage wanes matter ancient difficult wholly Nung moon and new moon",88.08411407,0.9513357878
她说,林俊杰,0,2010,4:41,281,0,"1,2,7,3,3,6,2,5",0,她静悄悄地来过 她慢慢带走沉默 只是最后的承诺 还是没有带走了寂寞 我们爱的没有错 只是美丽的独秀太折磨 她说无所谓 只要能在夜里翻来覆去的时候有寄托 等不到天黑 烟火不会太完美 回忆烧成灰 还是等不到结尾 她曾说的无所谓 我怕一天一天被摧毁 等不到天黑 不敢凋谢的花蕾 绿叶在跟随 放开刺痛的滋味 今后不再怕天明 我想只是害怕清醒 她静悄悄地来过 她慢慢带走沉默 只是最后的承诺 还是没有带走了寂寞 我们爱的没有错 只是美丽的独秀太折磨 她说无所谓 只要能在夜里翻来覆去的时候有寄托 等不到天黑 烟火不会太完美 回忆烧成灰 还是等不到结尾 她曾说的无所谓 我怕一天一天被摧毁 等不到天黑 不敢凋谢的花蕾 绿叶在跟随 放开刺痛的滋味 今后不再怕天明 我想只是害怕清醒 等不到天黑 烟火不会太完美 回忆烧成灰 还是等不到结尾 她曾说的无所谓 我怕一天一天被摧毁 等不到天黑 不敢凋谢的花蕾 绿叶在跟随 放开刺痛的滋味 今后不再怕天明 我想只是害怕清醒 不怕天明 我想只是害怕清醒,"She quietly and slowly away to silence her just last promise did not take away the loneliness of our love is not wrong just too beautiful show alone does not matter as long as the torment she said over and over again in the night when there is less than sustenance and so dark fireworks will not be perfect memories of ashes can not wait for the end of her has said it does not matter I'm afraid of being destroyed day by day, can not wait until dark green leaves withered buds tingling following the release of the taste of the future is no longer afraid of dawn I she just wanted scared sober quietly and slowly away to silence her just last promise did not take away the loneliness of our love is not wrong just too beautiful show alone does not matter as long as the torment she said over and over again in the night when there is sustenance, etc. less than perfect memories of dark smoke and fire will not incinerate said she can not wait for the end of the day to day it does not matter I'm afraid of being destroyed can not wait until dark green leaves withered buds tingling taste following the liberalization of the future is not I think more to fear from dawn just scared sober wait until dark fireworks will not be perfect memories of ashes can not wait for the end of her has said it does not matter I'm afraid of being destroyed day by day, I can not wait until dark green leaves withered buds following the release tingling taste of the future is no longer afraid of dawn I want to just scared awake afraid of dawn I want to just scared awake",84.86986542,0.9944207072
小酒窝,林俊杰,0,2008,3:36,216,0,"1,5,6,3,4,5,3,6",1,我还在寻找 一个依靠 和一个拥抱 谁替我祈祷 替我烦恼 为我生气为我闹 幸福开始有预兆 缘分让我们慢慢紧靠 然后孤单被吞没了 无聊变得有话聊 有变化了 小酒窝 长睫毛 是你最美的记号 我每天睡不着 想念你的微笑 你不知道 你对我多么重要 有了你 生命完整的刚好 小酒窝 长睫毛 迷人的无可救药 我放慢了步调 感觉像是喝醉了 终于找到 心有灵犀的美好 一辈子暖暖的好 我永远爱你到老 幸福开始有预兆 缘分让我们慢慢紧靠 然后孤单被吞没了 无聊变得有话聊 有变化了 小酒窝 长睫毛 是你最美的记号 我每天睡不着 想念你的微笑 你不知道 你对我多么重要 有了你 生命完整的刚好 小酒窝 长睫毛 迷人的无可救药 我放慢了步调 感觉像是喝醉了 终于找到 心有灵犀的美好 一辈子暖暖的好 我永远爱你到老 小酒窝 长睫毛 迷人的无可救药 我放慢了步调 感觉像是喝醉了 终于找到 心有灵犀的美好 一辈子暖暖的好 我永远爱你到老,"I'm still looking for a rely and a hug for me, pray for me who is angry with me for my trouble trouble hints about the fate of happiness began to slowly close and then let alone being engulfed become bored if there is a change to talk a little dimple long your eyelashes are the most beautiful mark I could not sleep miss your smile every day you do not know how much you have in your life is important to me just the complete long eyelashes charming little dimple hopelessly slowed down the pace I feel like drunk heart have finally found the good life of the warm good I will always love you to the old hints about the fate of happiness began to slowly close and then let us alone was engulfed become bored if there is a change to talk a little dimple is your most beautiful long eyelashes I could not miss the mark every day of your smile you do not know how important it is that you have to complete my life just long eyelashes charming little dimple hopelessly slowed down the pace I feel like drunk heart I have finally found a better warm good life I will always love you to the whole family dimple long eyelashes charming hopelessly slowed down the pace I feel like drunk heart have finally found the good life warm good I will always love you to the old",94.98729706,1.237456918
江南,林俊杰,0,2004,4:27,267,0,"1,5,6,3,4,1,2,5",0,风到这里就是粘 粘住过客的思念 雨到了这里缠成线 缠着我们留恋人世间 你在身边就是缘 缘分写在三圣石上面 爱有万分之一甜 宁愿我就葬在这一点 圈圈圆 圆圈圈 天天年 年天天 的我 深深看你的脸 生气的温柔 埋怨的温柔 的脸 不懂爱恨情愁煎熬的我们 都以为相爱就像风云的善变 相信爱一天 抵过永远 在这一刹那冻结了时间 不懂怎么表现温柔的我们 还以为殉情只是古老的传言 离愁能有多痛 痛有多浓 当梦被埋在江南烟雨中 心碎了才懂 圈圈圆 圆圈圈 天天年 年天天 的我 深深看你的脸 生气的温柔 埋怨的温柔 的脸 不懂爱恨情愁煎熬的我们 都以为相爱就像风云的善变 相信爱一天 抵过永远 在这一刹那冻结了时间…,"Here is the sticky air passing thoughts rain to live here wrapped into a line wrapped around our nostalgia this world around you is the edge of fate written in stone above the Trinity rather sweet love millionth have buried me in this circle round circle every day, every day of every year I took a deep look at your face angry gentle complain of gentle face do not understand the love-hate Melancholy of suffering we all thought that love is like the changeable situation had arrived one day believe in love at this moment forever frozen time performance do not know how gentle we thought sentimentalism can just old rumors sadness how bitterly how concentrated when dreams were buried in the southern misty rain and we have to understand the central broken circle round circle mid-day every day of my deep deep look at your face angry gentle complain of gentle face do not understand the love-hate Melancholy of suffering we all thought that love is like the changeable situation had arrived one day believe in love forever frozen in this moment of time ...",120.045929,1.015187979
背对背拥抱,林俊杰,0,2009,3:59,239,0,"1,2,7,3,4,5,1,1",1,话总说不清楚 该怎么明了 一字一句像圈套 旧帐总翻不完 谁无理取闹 你的双手甩开刚好的微妙 然后战火再燃烧 我们背对背拥抱 滥用沉默在咆哮 爱情来不及变老 葬送在烽火的玩笑 我们背对背拥抱 真话兜着圈子乱乱绕 只是想让我知道 只是想让你知道 爱的警告 话总说不清楚 该怎么明了 一字一句像圈套 旧帐总翻不完 谁无理取闹 你的双手甩开刚好的微妙 然后战火再燃烧 我们背对背拥抱 滥用沉默在咆哮 爱情来不及变老 葬送在烽火的玩笑 我们背对背拥抱 真话兜着圈子乱乱绕 只是想让我知道 只是想让你知道 爱的警告 我不要一直到 形同陌路变成自找 既然可以拥抱 就不要轻易放掉 我们背对背拥抱 滥用沉默在咆哮 爱情来不及变老 葬送在烽火的玩笑 我们背对背拥抱 真话兜着圈子乱乱绕 只是想让我知道 只是想让你知道 这警告 只是想让我知道 只是想让你知道 爱的警告,"The words always say do not know how to understand a single word like snare old debts total vexatious who turned finish your hands and then throw off the delicate war again just burn us back to back hug abuse silent too late getting old joke buried in roaring flames of love in us back to back hug truth Douzhaoquanzai disorderly around just wanted me to know just want you to know the warning words of love always say do not know how to understand a single word like snare old debts total vexatious who turned finish just throw off your hands then burn the delicate war again back to back we embrace getting older too late to put an end to the abuse in silence the roar of the flames of love in jest back to back we embrace the truth Douzhaoquanzai disorderly around just wanted me to know just want you to know warned me not to love until Now that strangers can become self-inflicted hug, do not easily let go of our back-to embrace getting older too late to silence abuse buried in the roaring flames of love in jest back to back we embrace the truth Douzhaoquanzai disorderly around just wanted me to know just want Do you know the warning just wanted me to know just want you to know the love of warning",129.9197083,1.135797024
可惜没如果,林俊杰,0,2014,4:58,298,0,"1,3,6,3,4,5,3,6",1,假如把犯得起的錯 能錯的都錯過 應該還來得及去悔過 假如沒把一切說破 那一場小風波 將一笑帶過 在感情面前 講什麼自我 要得過且過 才好過 全都怪我 不該沉默時沉默 該勇敢時軟弱 如果不是我 誤會自己灑脫 讓我們難過 可當初的你 和現在的我 假如重來過 倘若那天 把該說的話好好說 該體諒的不執著 如果那天我 不受情緒挑撥 你會怎麼做 那麼多如果 可能如果我 可惜沒如果 只剩下結果 如果早點了解 那率性的你 或者晚一點 遇上成熟的我 不過 全都怪我 不該沉默時沉默 該勇敢時軟弱 如果不是我 誤會自己灑脫 讓我們難過 可當初的你 和現在的我 假如重來過 倘若那天 把該說的話好好說 該體諒的不執著 如果那天我 不受情緒挑撥 你會怎麼做 那麼多如果 可能如果我 可惜沒如果 沒有你和我 都怪我 不該沉默時沉默 該勇敢時軟弱 如果不是我 誤會自己灑脫 讓我們難過 可當初的你 和現在的我 假如重來過 倘若那天 把該說的話好好說 該體諒的不執著 如果那天我 不受情緒挑撥 你會怎麼做 那麼多如果 可能如果我 可惜沒如果 只剩下結果 可惜沒如果,"While if the guilty affordable fault energy wrong missed should still have time to repent if not everything to say it was a small storm will laugh with what stresses self to muddle along we go over in front of the feelings of all blame me silence when should silence the brave weak if I did not misunderstand own joy and make us sad be original to you and me now if again too if that day to say is so good that the understanding is not attached if that day I was not emotional provocation, how would you do so much if possible Unfortunately, if I did, if only to understand that if the result of the whims of your earlier or a little later I met a mature but I blame all this silence when silence should not be brave when I am weak, if not misunderstood own joy and let us be sad you did and now again if I had to say if that day is so good that the understanding of non-attachment, if not emotional day I will provoke you how to do so much if I could but if not, if I do not blame you and I should not silence when silence when the brave weak if I did not misunderstand own joy and make us sad be original to you and me now if again too if that day to say is so good that the understanding is not attached if that day I was not emotional provoke you how If you could do so much if I did not pity if only the result but not if",161.8800964,1.12228334
手心的蔷薇,林俊杰,0,2014,4:36,276,0,"4,5,1,6,4,5,1,4",1,你眼眶超载的眼泪 乘客是绝望和心碎 我可以看见 你忍住伤悲 那一双爱笑眼睛不适合皱眉 你目光独有的温暖 是不会熄灭的明天 我可以感觉 你没有说出口的安慰 远比我失去的更加珍贵 手心的蔷薇 刺伤而不自觉 你值得被疼爱 你懂我的期待 绚烂后枯萎经过几个圆缺 有我你在 你埋藏的蔷薇 你动人的香味 是最好的你你陪我 盼我接受世界 不完美 另一面 多美 指纹写下所有遇见 你留着心碎那一页 骄傲的展现你真无所谓 无所谓 偶尔放纵的泪像汹涌的海水 我学着一个人存在 I'm here 关上灯比较不孤单 你给的力量 让我在夜里安心入睡 就算没有人心疼我的泪 手心的蔷薇 刺伤而不自觉 你值得被疼爱 你懂我的期待 绚烂后枯萎经过几个圆缺 有我你在 你埋藏的蔷薇 你动人的香味 是最好的你你陪我 盼我接受世界 不完美 另一面 多美 手心的蔷薇哦 是带刺的纪念 哦耶耶 整理好眼泪 I am here 陪我盼我 盼你接受世界 太虚伪太善变不完美 天会黑心会累 耶耶 有我你在什么都 无畏 别害怕握太紧放手 蔷薇伤痕累累 这世界有你 无畏,"Your eyes overloaded passenger tears of despair and heartbreak that I can see you hold back the sadness that a pair of laughing eyes do not frown you look for unique warmth will not go out tomorrow I can feel you did not say to comfort than exports I lost more precious palm rose stabbed without even realizing you deserve to be loved, you know I look forward to wilt after a few gorgeous wane touching you, you have my scent buried in your rose is the best you you to accompany me I hope the other side to accept imperfect world how beautiful I met you keep fingerprints write down all the pride of a broken heart that you really do not care do not care to show an occasional indulgence tears as raging waters I learned there is a person I'm here turn out the lights Compare not alone give you the strength to let me sleep peacefully at night even if no one distressed palm of my tears rose hurt without even realizing you deserve to be loved, you know I look forward to wilt after a few gorgeous wane you have me in your rose buried touching your scent is the best you I hope you accompany me to accept imperfect world the other side of the palm of a beautiful rose Oh yeah, oh yeah yeah barbed memorial tidy tears I am here with me I hope I hope you accept the world too hypocritical too fickle imperfect day will be black heart will be tired yeah yeah I have what you are fearless do not be afraid to let go tight grip rose scarred this world have you fearless",86.96147919,0.985180974
纸船,薛之谦,0,2020,4:07,247,0,"4,7,4,6,2,1,4,6",0,女： 等待埋在小镇的湖边 白色纸船漂泊着思念 灯火阑珊海的另一面 在红色水塔刻破了指尖 男： 看小舟翻涌 笑你多平庸 像风筝被人扯入了低空 我面带笑容 留离人的瞳孔 那光点越多故事越生动 男： 像月亮在弯弯的笑着 惋惜灯塔在海浪里碎了 我把隔绝我们的称作银河 全是蓝色 女： 像海底建起了护城河 等着纸船上的字不见了 总要有一个人先不记得 听 另一个说着 男： 凡被人猜中 结局都失宠 你特别感动 别人嫌平庸 合： 像作者糊弄 下无力的笔锋 写船在湖面 纸鹤在空中 男： 像月亮在弯弯的笑着 惋惜灯塔在海浪里碎了 我把隔绝我们的称作银河 全是蓝色 女： 可海底建起了护城河 把纸船上的字全擦了 请让一个人先不记得 另一个别说了 合： 将不舍藏在字里间隔 可惜我（你）是个平庸的作者 不管你（我）怎么形容剩下那个 也不见得 合： 别描写我未完的承诺 别读解我暗涌的烟火 别让纸船狂浪里寻我 别失去过才知是你我,Female: Wait buried in the small town of lake white paper boat adrift another side to miss the dim light in the sea of ​​red water tower carved broken finger man: see you laugh more than mediocre crest of the boat like a kite was pulled into my face with a low altitude smile stay away from human pupil that spot more vivid story of the man: like the moon in crooked smile lighthouse sorry I broke our isolation is called the Milky Way in the surf was full of blue female: built like a submarine moat waiting for word paper on board disappeared must be a person to not remember listening to another man saying: Where are people guessed the outcome will favor you particularly moved others too mediocre together: as the author under weak fool to write Bifeng boat in the lake Male paper cranes in the air: like the moon in crooked smile sorry I cut off the lighthouse broken our Galaxy called all female blue in the surf: a submarine built a moat full of the word paper boat rub please let a person can not remember another first mention of the co-: the sadness hidden in the word but in the interval I (you) was a mediocre author whatever you (me) how to describe that it would not fit the rest: do not describe my unfinished I do not promise reading undercurrents of fireworks let the wild waves look for paper boats I had found out that you do not lose me,,
动物世界,薛之谦,0,2017,3:50,230,0,"4,5,3,6,4,5,1,4",0,东打一下西戳一下 动物未必需要尖牙 示爱的方法有礼貌或是我管它 要将情人一口吞下 还要显得温文尔雅 螳螂委屈的展示旧伤疤 求偶时候一惊一乍 因为害怕时常倒挂 走投无路的情况下舍弃了尾巴 如果不能将它同化就寄生于它 大不了一同腐化 努力进化 笑动物世界都太假 祖先 已磨去爪牙 相爱相杀 一定有更好的办法 攀比一下 谁先跪下 不再进化 动物世界里都太傻 为情表现到浮夸 得到了你就该丢下 人性来不及粉刷 所以啊 人总患孤寡 麋鹿本来约在树下 说好一起浪迹天涯 系上铃铛还在往那个方向挣扎 如果有只豺狼它英勇披上婚纱 同伴笑他读过童话 别再进化 别让动物世界太假 我们 该露出爪牙 相爱相杀 别再想更好的办法 优胜劣汰 自舔伤疤 假装进化 拼命想和动物有差 玩一出高贵优雅 在人们腐烂的欲望下 兽性来不及抹杀 算了吧 懒得去挣扎 人类用沙 想捏出梦里通天塔 为贪念不惜代价 驾驭着昂贵的木马 巢穴一层层叠加 最后啊 却一丝不挂 别害怕 我们都孤寡,"East beat the West poke animal canine affection need not necessarily polite way to ignore it or I want to swallow even seem gentle lover mantis wronged courtship display old wounds when Yijingyizha often upside down because of fear of the desperate situation under abandoned the tail if it can not be assimilated to parasitic on it a big deal with corruption efforts evolution of the animal world are laughing too fake ancestry has rubbed off minions love to kill one must be a better way comparisons about who should no longer kneel evolved animal world Emotions are too stupid to get into exaggerated you should leave humanity time to paint so ah total people suffering from widows and orphans elk have been good about saying no traces under a tree on the horizon with the Department of bells are still struggling in that direction if it only wolves put on wedding heroic companions laughed at him read fairy stop the evolution of the animal world too fake, do not let love with minions to kill us think no better way to expose the scars of survival of the fittest self-licking and trying desperately to pretend that animals have evolved to play an elegant difference in people rotting animal desire to forget it too late to obliterate mankind bother to struggle with sand Babel is trying to fashion a dream greed at any cost rode a high horse den superimposed layers naked last ah but do not be afraid we widows and Orphans",139.241684,0.9685543776
我害怕,薛之谦,0,2017,4:08,248,0,"1,5,6,4,2,5,1,2",1,我害怕你的消息不經意被誰提起像曾貼著我耳邊的氣息我害怕某個旋律帶我回某個場景你說如果雨停了我們就在一起我害怕某條街道有你留下的記號會自以為是你對我的需要我害怕那段旅行繼續在我的夢裡我還相信你說的離開的原因最近我表現的還可以最近你已走到了哪裡別在意隨便問問而已都怪我才學會了愛情我害怕整理行李我害怕關燈休息我害怕揉揉眼睛就錯過了你我害怕人潮密集我害怕山川小溪我害怕我在附近卻找不到你如果我掉入了海底是否你會有一絲感應別在意隨便說說而已別有壓力我只想見見你我害怕你的呼吸我害怕太近距離我害怕別人提到你的秘密,I'm afraid your messages inadvertently whom he had promised to bring my ear close to the atmosphere of a melody I was afraid to take me back to a scene you said if the rain stops we together have a street I was afraid to leave your mark you will be self-righteous I was afraid for my needs continue during that trip in my dreams I also believe that the reason you said recently left my performance also recently has come where you do not worry I just casually ask it learned to blame I pack up my love afraid afraid afraid to turn off the lights I rubbed his eyes rest on missed you I'm afraid I'm afraid of the crowds dense mountain creek I'm afraid I can not find in your neighborhood if I fell into the sea floor if you have a trace Never mind the casual sense just do not have the pressure I just want to see you I'm afraid I'm afraid your breath too close I was afraid someone mentioned your secret,,
像风一样,薛之谦,0,2017,4:15,255,0,"1,3,1,3,6,3,2,5",0,薛之谦：我等的模样好不具象用皮肤感受你的流向你竟然能做到带走阳光我一味的跟随过了量参赛者：像风一样你靠近云都下降你卷起千层海浪我躲也不躲往里闯你不就像风一样侵略时沙沙作响再宣布恢复晴朗就好像我们两个没爱过一样薛之谦：曲折的夕阳负责格挡让委屈的感官无法释放最近我的伤口没生长因为我躲在没风的地方像风一样你靠近云都下降你卷起千层海浪我躲也不躲往里闯你不就像风一样侵略时沙沙作响再宣布恢复晴朗就好像我们两个没爱过一样合：你像风一样触摸时温柔流淌席卷我所有抵抗不急着要我投降你不就像风一样掠夺时沙沙作响可惜我自投罗网你也就没什么可骄傲的地方薛之谦：和风一样你离开不声不响我喜欢这种收场看上去谁也不曾亏欠过对方,"Xue Qian: I really like the appearance of skin with figurative feel your flow you actually can do to take away the sun I blindly followed over the amount of runners: the wind you are close cloud drop you roll up Melaleuca waves I do not hide Chuang hide inside when you do not like the wind rustling aggression then announced the resumption clear if the two of us never loved as Xue Qian: sunset tortuous responsible parry let injustice senses can not be released recently my wounds because I did not grow no hiding place like the wind you wind cloud has fallen near Melaleuca waves roll up your hide I do not hide inside break when you do not like the wind rustling again announced the resumption of aggression fine if we did not love two Like too close: the gentle flowing swept all I resist no hurry to surrender to me when you do not like the wind rustling plunder Unfortunately, I walk into you will have nothing to be proud of Qian Xue when you touch the wind: Like the wind you leave quietly I like the ending seemed no one had been owe each other",117.4809418,0.9024531245
